sid,schid,condition,tch_experience,sex,freelunch,race,content_area,score
3142,63,regular,10,boy,no,white,math,494
3142,63,regular,10,boy,no,white,reading,467
3143,5,regular.with.aide,8,girl,yes,white,math,439
3143,5,regular.with.aide,8,girl,yes,white,reading,419
3144,54,small.class,12,girl,no,white,math,494
3144,54,small.class,12,girl,no,white,reading,460
3145,20,regular.with.aide,12,boy,no,black,math,463
3145,20,regular.with.aide,12,boy,no,black,reading,425
3146,50,regular,13,girl,yes,white,math,429
3146,50,regular,13,girl,yes,white,reading,410
3147,5,regular,8,girl,yes,black,math,454
3147,5,regular,8,girl,yes,black,reading,382
3148,28,small.class,8,girl,no,black,math,602
3148,28,small.class,8,girl,no,black,reading,474
3149,72,regular.with.aide,10,boy,no,white,math,494
3149,72,regular.with.aide,10,boy,no,white,reading,448
3150,35,regular.with.aide,12,boy,yes,white,math,454
3150,35,regular.with.aide,12,boy,yes,white,reading,407
3151,27,small.class,11,boy,yes,black,math,500
3151,27,small.class,11,boy,yes,black,reading,450
3152,30,regular,10,girl,yes,black,math,547
3152,30,regular,10,girl,yes,black,reading,467
3153,51,regular,11,boy,no,white,math,528
3153,51,regular,11,boy,no,white,reading,447
3154,23,small.class,0,boy,no,white,math,576
3154,23,small.class,0,boy,no,white,reading,472
3155,60,regular.with.aide,5,girl,yes,white,math,494
3155,60,regular.with.aide,5,girl,yes,white,reading,440
3156,74,small.class,12,girl,no,white,math,463
3156,74,small.class,12,girl,no,white,reading,437
3157,72,regular,8,girl,yes,white,math,520
3157,72,regular,8,girl,yes,white,reading,436
3158,33,regular.with.aide,5,boy,yes,black,math,459
3158,33,regular.with.aide,5,boy,yes,black,reading,398
3159,53,regular.with.aide,9,girl,no,white,math,494
3159,53,regular.with.aide,9,girl,no,white,reading,424
3160,26,regular.with.aide,6,girl,yes,black,math,468
3160,26,regular.with.aide,6,girl,yes,black,reading,422
3161,54,regular.with.aide,7,boy,no,white,math,494
3161,54,regular.with.aide,7,boy,no,white,reading,455
3162,27,regular,6,boy,yes,black,math,528
3162,27,regular,6,boy,yes,black,reading,456
3163,74,small.class,14,boy,no,other,math,602
3163,74,small.class,14,boy,no,other,reading,476
3164,47,small.class,11,girl,no,white,math,520
3164,47,small.class,11,girl,no,white,reading,451
3165,57,small.class,8,girl,no,white,math,478
3165,57,small.class,8,girl,no,white,reading,393
3166,30,regular.with.aide,24,girl,yes,black,math,559
3166,30,regular.with.aide,24,girl,yes,black,reading,503
3167,37,regular,5,boy,yes,black,math,484
3167,37,regular,5,boy,yes,black,reading,407
3168,32,small.class,1,girl,yes,black,math,444
3168,32,small.class,1,girl,yes,black,reading,443
3169,23,regular,20,girl,no,black,math,520
3169,23,regular,20,girl,no,black,reading,468
3170,54,small.class,12,boy,yes,white,math,478
3170,54,small.class,12,boy,yes,white,reading,440
3171,51,small.class,15,boy,no,white,math,513
3171,51,small.class,15,boy,no,white,reading,442
3172,55,regular,13,boy,no,white,math,459
3172,55,regular,13,boy,no,white,reading,405
3173,58,small.class,5,boy,no,white,math,520
3173,58,small.class,5,boy,no,white,reading,450
3174,39,regular,4,girl,no,white,math,602
3174,39,regular,4,girl,no,white,reading,627
3175,19,regular,6,girl,yes,black,math,489
3175,19,regular,6,girl,yes,black,reading,447
3176,27,regular,6,girl,yes,black,math,520
3176,27,regular,6,girl,yes,black,reading,448
3177,52,regular.with.aide,18,girl,no,white,math,489
3177,52,regular.with.aide,18,girl,no,white,reading,430
3178,16,regular,8,boy,yes,black,math,399
3178,16,regular,8,boy,yes,black,reading,405
3179,12,regular,20,girl,yes,white,math,473
3179,12,regular,20,girl,yes,white,reading,436
3180,56,small.class,3,boy,yes,white,math,434
3180,56,small.class,3,boy,yes,white,reading,388
3181,18,regular,10,girl,no,black,math,454
3181,18,regular,10,girl,no,black,reading,407
3182,15,regular,11,boy,yes,black,math,506
3182,15,regular,11,boy,yes,black,reading,428
3183,28,small.class,2,girl,no,black,math,494
3183,28,small.class,2,girl,no,black,reading,437
3184,68,regular,16,boy,no,white,math,528
3184,68,regular,16,boy,no,white,reading,503
3185,56,small.class,21,boy,no,white,math,418
3185,56,small.class,21,boy,no,white,reading,400
3186,76,small.class,8,boy,no,white,math,439
3186,76,small.class,8,boy,no,white,reading,413
3187,48,small.class,17,girl,yes,white,math,478
3187,48,small.class,17,girl,yes,white,reading,424
3188,36,regular.with.aide,14,boy,no,white,math,468
3188,36,regular.with.aide,14,boy,no,white,reading,431
3189,8,small.class,8,girl,no,white,math,513
3189,8,small.class,8,girl,no,white,reading,436
3190,13,regular.with.aide,6,girl,yes,white,math,626
3190,13,regular.with.aide,6,girl,yes,white,reading,490
3191,51,regular.with.aide,12,boy,no,black,math,513
3191,51,regular.with.aide,12,boy,no,black,reading,442
3192,49,regular.with.aide,9,boy,no,white,math,484
3192,49,regular.with.aide,9,boy,no,white,reading,468
3193,38,regular,13,boy,yes,white,math,399
3193,38,regular,13,boy,yes,white,reading,403
3194,51,regular.with.aide,12,boy,no,white,math,489
3194,51,regular.with.aide,12,boy,no,white,reading,450
3195,51,regular,11,girl,no,white,math,506
3195,51,regular,11,girl,no,white,reading,443
3196,17,regular.with.aide,8,girl,yes,black,math,494
3196,17,regular.with.aide,8,girl,yes,black,reading,408
3197,33,small.class,14,boy,yes,black,math,494
3197,33,small.class,14,boy,yes,black,reading,442
3198,52,regular.with.aide,18,girl,no,white,math,536
3198,52,regular.with.aide,18,girl,no,white,reading,470
3199,76,small.class,8,boy,no,white,math,489
3199,76,small.class,8,boy,no,white,reading,425
3200,75,regular.with.aide,11,girl,no,white,math,528
3200,75,regular.with.aide,11,girl,no,white,reading,447
3201,4,regular,8,boy,yes,white,math,449
3201,4,regular,8,boy,yes,white,reading,407
3202,69,regular.with.aide,6,girl,no,white,math,506
3202,69,regular.with.aide,6,girl,no,white,reading,443
3203,17,regular,0,girl,no,other,math,520
3203,17,regular,0,girl,no,other,reading,436
3204,39,small.class,2,girl,no,white,math,500
3204,39,small.class,2,girl,no,white,reading,431
3205,16,regular,8,girl,yes,black,math,423
3205,16,regular,8,girl,yes,black,reading,411
3206,72,regular.with.aide,10,boy,yes,white,math,506
3206,72,regular.with.aide,10,boy,yes,white,reading,442
3207,72,regular.with.aide,10,boy,yes,white,math,478
3207,72,regular.with.aide,10,boy,yes,white,reading,437
3208,72,regular.with.aide,10,girl,no,white,math,429
3208,72,regular.with.aide,10,girl,no,white,reading,421
3209,24,regular.with.aide,10,girl,yes,black,math,468
3209,24,regular.with.aide,10,girl,yes,black,reading,430
3210,25,small.class,12,girl,no,white,math,468
3210,25,small.class,12,girl,no,white,reading,410
3211,35,small.class,5,boy,no,white,math,536
3211,35,small.class,5,boy,no,white,reading,470
3212,32,small.class,1,boy,yes,black,math,468
3212,32,small.class,1,boy,yes,black,reading,456
3213,20,regular,4,boy,yes,black,math,473
3213,20,regular,4,boy,yes,black,reading,390
3214,62,small.class,6,girl,no,white,math,500
3214,62,small.class,6,girl,no,white,reading,439
3215,79,small.class,5,boy,yes,white,math,439
3215,79,small.class,5,boy,yes,white,reading,405
3216,41,regular.with.aide,16,boy,no,white,math,536
3216,41,regular.with.aide,16,boy,no,white,reading,538
3217,7,regular,0,girl,no,white,math,559
3217,7,regular,0,girl,no,white,reading,483
3218,27,small.class,11,girl,no,black,math,536
3218,27,small.class,11,girl,no,black,reading,500
3219,57,regular,2,girl,no,white,math,478
3219,57,regular,2,girl,no,white,reading,408
3220,3,small.class,10,girl,yes,white,math,500
3220,3,small.class,10,girl,yes,white,reading,436
3221,31,small.class,6,girl,yes,black,math,468
3221,31,small.class,6,girl,yes,black,reading,431
3222,66,regular,8,girl,no,white,math,434
3222,66,regular,8,girl,no,white,reading,422
3223,44,regular.with.aide,0,boy,yes,black,math,449
3223,44,regular.with.aide,0,boy,yes,black,reading,427
3224,78,small.class,8,girl,no,white,math,418
3224,78,small.class,8,girl,no,white,reading,400
3225,19,small.class,6,girl,yes,black,math,478
3225,19,small.class,6,girl,yes,black,reading,414
3226,79,small.class,12,girl,yes,white,math,449
3226,79,small.class,12,girl,yes,white,reading,419
3227,19,regular.with.aide,1,boy,yes,black,math,513
3227,19,regular.with.aide,1,boy,yes,black,reading,425
3228,34,regular.with.aide,5,boy,yes,white,math,468
3228,34,regular.with.aide,5,boy,yes,white,reading,433
3229,38,small.class,8,girl,no,white,math,520
3229,38,small.class,8,girl,no,white,reading,487
3230,28,regular.with.aide,10,girl,yes,black,math,463
3230,28,regular.with.aide,10,girl,yes,black,reading,421
3231,80,regular,4,girl,no,white,math,536
3231,80,regular,4,girl,no,white,reading,440
3232,48,small.class,17,girl,no,white,math,602
3232,48,small.class,17,girl,no,white,reading,485
3233,50,small.class,6,girl,yes,white,math,489
3233,50,small.class,6,girl,yes,white,reading,414
3234,68,small.class,8,girl,yes,white,math,528
3234,68,small.class,8,girl,yes,white,reading,480
3235,51,regular.with.aide,12,boy,no,white,math,494
3235,51,regular.with.aide,12,boy,no,white,reading,405
3236,8,regular,13,girl,no,white,math,506
3236,8,regular,13,girl,no,white,reading,445
3237,71,regular.with.aide,2,boy,yes,white,math,454
3237,71,regular.with.aide,2,boy,yes,white,reading,390
3238,66,regular.with.aide,3,boy,yes,white,math,444
3238,66,regular.with.aide,3,boy,yes,white,reading,405
3239,68,regular,10,boy,no,white,math,500
3239,68,regular,10,boy,no,white,reading,500
3240,44,regular,24,boy,no,black,math,473
3240,44,regular,24,boy,no,black,reading,433
3241,63,regular.with.aide,7,boy,no,white,math,536
3241,63,regular.with.aide,7,boy,no,white,reading,447
3242,47,small.class,11,boy,no,white,math,444
3242,47,small.class,11,boy,no,white,reading,428
3243,8,small.class,8,girl,no,white,math,506
3243,8,small.class,8,girl,no,white,reading,443
3244,62,regular.with.aide,4,boy,no,white,math,494
3244,62,regular.with.aide,4,boy,no,white,reading,436
3245,66,small.class,15,boy,yes,white,math,463
3245,66,small.class,15,boy,yes,white,reading,434
3246,74,small.class,14,boy,no,white,math,626
3246,74,small.class,14,boy,no,white,reading,507
3247,63,regular.with.aide,7,girl,no,white,math,559
3247,63,regular.with.aide,7,girl,no,white,reading,565
3248,50,regular,13,boy,yes,white,math,489
3248,50,regular,13,boy,yes,white,reading,427
3249,9,small.class,13,boy,yes,white,math,484
3249,9,small.class,13,boy,yes,white,reading,455
3250,61,small.class,11,boy,no,white,math,459
3250,61,small.class,11,boy,no,white,reading,410
3251,52,regular,12,girl,no,white,math,547
3251,52,regular,12,girl,no,white,reading,554
3252,18,regular,10,boy,yes,black,math,454
3252,18,regular,10,boy,yes,black,reading,419
3253,24,regular.with.aide,10,boy,no,black,math,449
3253,24,regular.with.aide,10,boy,no,black,reading,419
3254,8,regular,13,boy,no,white,math,494
3254,8,regular,13,boy,no,white,reading,453
3255,68,regular,16,girl,yes,white,math,547
3255,68,regular,16,girl,yes,white,reading,495
3256,69,regular,16,girl,no,white,math,454
3256,69,regular,16,girl,no,white,reading,427
3257,49,small.class,8,boy,no,white,math,468
3257,49,small.class,8,boy,no,white,reading,416
3258,34,regular.with.aide,5,boy,yes,white,math,434
3258,34,regular.with.aide,5,boy,yes,white,reading,393
3259,39,regular.with.aide,5,girl,yes,white,math,468
3259,39,regular.with.aide,5,girl,yes,white,reading,451
3260,3,regular,8,girl,no,white,math,520
3260,3,regular,8,girl,no,white,reading,440
3261,42,regular,14,girl,no,white,math,454
3261,42,regular,14,girl,no,white,reading,428
3262,56,small.class,21,girl,no,white,math,484
3262,56,small.class,21,girl,no,white,reading,419
3263,28,regular,7,girl,yes,black,math,473
3263,28,regular,7,girl,yes,black,reading,431
3264,72,small.class,16,girl,yes,black,math,484
3264,72,small.class,16,girl,yes,black,reading,437
3265,53,regular,3,boy,yes,white,math,392
3265,53,regular,3,boy,yes,white,reading,378
3266,14,small.class,13,girl,yes,black,math,506
3266,14,small.class,13,girl,yes,black,reading,413
3267,70,small.class,8,girl,no,white,math,513
3267,70,small.class,8,girl,no,white,reading,478
3268,75,regular,13,boy,no,white,math,459
3268,75,regular,13,boy,no,white,reading,391
3269,5,small.class,8,boy,yes,white,math,489
3269,5,small.class,8,boy,yes,white,reading,413
3270,56,regular.with.aide,7,boy,yes,black,math,384
3270,56,regular.with.aide,7,boy,yes,black,reading,384
3271,40,regular,2,girl,no,white,math,576
3271,40,regular,2,girl,no,white,reading,497
3272,66,regular,8,girl,yes,white,math,459
3272,66,regular,8,girl,yes,white,reading,411
3273,7,small.class,6,boy,no,white,math,506
3273,7,small.class,6,boy,no,white,reading,421
3274,64,small.class,19,boy,no,white,math,489
3274,64,small.class,19,boy,no,white,reading,418
3275,64,small.class,19,girl,yes,black,math,468
3275,64,small.class,19,girl,yes,black,reading,410
3276,27,regular,6,boy,yes,black,math,506
3276,27,regular,6,boy,yes,black,reading,465
3277,44,small.class,3,boy,yes,white,math,449
3277,44,small.class,3,boy,yes,white,reading,408
3278,3,small.class,9,girl,yes,white,math,484
3278,3,small.class,9,girl,yes,white,reading,450
3279,20,regular.with.aide,1,boy,yes,black,math,418
3279,20,regular.with.aide,1,boy,yes,black,reading,408
3280,22,small.class,9,girl,yes,black,math,576
3280,22,small.class,9,girl,yes,black,reading,470
3281,69,small.class,6,boy,yes,white,math,429
3281,69,small.class,6,boy,yes,white,reading,408
3282,8,regular,12,girl,yes,white,math,520
3282,8,regular,12,girl,yes,white,reading,453
3283,11,regular.with.aide,13,boy,no,white,math,626
3283,11,regular.with.aide,13,boy,no,white,reading,478
3284,37,regular.with.aide,11,boy,yes,white,math,454
3284,37,regular.with.aide,11,boy,yes,white,reading,414
3285,25,regular,18,boy,no,white,math,439
3285,25,regular,18,boy,no,white,reading,402
3286,79,small.class,12,girl,yes,white,math,547
3286,79,small.class,12,girl,yes,white,reading,480
3287,26,regular,15,girl,yes,black,math,473
3287,26,regular,15,girl,yes,black,reading,424
3288,35,regular,4,boy,no,white,math,434
3288,35,regular,4,boy,no,white,reading,403
3289,66,regular.with.aide,3,girl,no,white,math,494
3289,66,regular.with.aide,3,girl,no,white,reading,424
3290,7,regular.with.aide,3,girl,no,white,math,468
3290,7,regular.with.aide,3,girl,no,white,reading,453
3291,60,regular,13,boy,no,white,math,528
3291,60,regular,13,boy,no,white,reading,468
3292,22,small.class,3,girl,yes,black,math,626
3292,22,small.class,3,girl,yes,black,reading,538
3293,37,small.class,1,girl,no,white,math,513
3293,37,small.class,1,girl,no,white,reading,443
3294,46,regular,12,boy,no,black,math,506
3294,46,regular,12,boy,no,black,reading,430
3295,47,regular,5,boy,yes,white,math,449
3295,47,regular,5,boy,yes,white,reading,416
3296,3,regular.with.aide,20,girl,yes,white,math,459
3296,3,regular.with.aide,20,girl,yes,white,reading,442
3297,65,regular.with.aide,9,boy,no,white,math,473
3297,65,regular.with.aide,9,boy,no,white,reading,463
3298,17,small.class,20,girl,no,black,math,478
3298,17,small.class,20,girl,no,black,reading,433
3299,37,small.class,13,girl,no,white,math,513
3299,37,small.class,13,girl,no,white,reading,453
3300,63,regular,6,boy,yes,black,math,439
3300,63,regular,6,boy,yes,black,reading,439
3301,79,small.class,12,girl,yes,white,math,459
3301,79,small.class,12,girl,yes,white,reading,393
3302,29,regular.with.aide,17,boy,yes,black,math,478
3302,29,regular.with.aide,17,boy,yes,black,reading,434
3303,70,small.class,8,girl,no,white,math,559
3303,70,small.class,8,girl,no,white,reading,472
3304,48,regular.with.aide,13,boy,no,white,math,459
3304,48,regular.with.aide,13,boy,no,white,reading,411
3305,72,small.class,16,girl,yes,white,math,468
3305,72,small.class,16,girl,yes,white,reading,428
3306,36,small.class,17,girl,no,white,math,536
3306,36,small.class,17,girl,no,white,reading,554
3307,50,small.class,12,boy,no,white,math,536
3307,50,small.class,12,boy,no,white,reading,448
3308,71,regular,6,boy,no,white,math,500
3308,71,regular,6,boy,no,white,reading,418
3309,10,regular.with.aide,12,girl,no,white,math,506
3309,10,regular.with.aide,12,girl,no,white,reading,456
3310,66,regular.with.aide,3,girl,no,white,math,418
3310,66,regular.with.aide,3,girl,no,white,reading,411
3311,71,small.class,6,girl,no,white,math,484
3311,71,small.class,6,girl,no,white,reading,455
3312,43,small.class,15,boy,no,white,math,520
3312,43,small.class,15,boy,no,white,reading,510
3313,59,regular,0,girl,no,white,math,513
3313,59,regular,0,girl,no,white,reading,442
3314,32,regular,2,boy,yes,black,math,449
3314,32,regular,2,boy,yes,black,reading,421
3315,15,regular,11,girl,yes,black,math,444
3315,15,regular,11,girl,yes,black,reading,395
3316,33,regular.with.aide,5,girl,yes,black,math,506
3316,33,regular.with.aide,5,girl,yes,black,reading,437
3317,20,small.class,21,boy,no,black,math,536
3317,20,small.class,21,boy,no,black,reading,468
3318,40,small.class,4,girl,no,white,math,478
3318,40,small.class,4,girl,no,white,reading,433
3319,32,small.class,14,girl,yes,black,math,423
3319,32,small.class,14,girl,yes,black,reading,408
3320,47,small.class,11,girl,yes,white,math,439
3320,47,small.class,11,girl,yes,white,reading,403
3321,4,regular,8,boy,no,white,math,468
3321,4,regular,8,boy,no,white,reading,424
3322,17,regular.with.aide,8,girl,yes,black,math,489
3322,17,regular.with.aide,8,girl,yes,black,reading,418
3323,7,regular,15,boy,no,white,math,506
3323,7,regular,15,boy,no,white,reading,448
3324,57,small.class,1,boy,no,white,math,463
3324,57,small.class,1,boy,no,white,reading,424
3325,29,small.class,5,girl,yes,black,math,536
3325,29,small.class,5,girl,yes,black,reading,463
